normalized_vendor_name,original_vendor_name
ATCO,ATCO Structures & Logistics Ltd
ATCO,ATCO Structures & Logistics  (Calgary)
ATCO,ATCO STRUCTURES & LOGISTICS LTD.
ATCO,ATCO Structures & Logistics LTD
ATCO,ATCO Structure & Logistics Services Ltd.
ATCO,ATCO Frontec Ltd
ATCO,ATCO FRONTEC LTD
ATCO,ATCO FRONTEC LTD.
ATCO,ATCO STRUCTURES AND LOGISTICS LTD.
ATCO,ATCO STRUCTURES AND LOGISTICS
ATCO,ATCO STRUCTURES & LOGISTICS SERVICE LTD.
ATCO,ATCO STRUCTURES & LOGISTICS SERVICE
ATCO,ATCO STRUCTURES & LOGISTICS
ATCO,ATCO FRONTEC SERVICES LTD.
ATCO,ATCO FRONTEC CORP.
ATCO,ATCO STRUCTURES & LOGISTICS LTD
ATCO,ATCO Structures Inc.
ATCO,ATCO Struc & Logist Serv. (Yellowknife)
ATCO,ATCO STRUCTURES & LOGISTICS LTD (OTTAWA)
ATCO,ATCO STRUCTURES INC.
ATCO,ATCO STRUCTURES INC
ATCO,Atco Structures & Logistics Services Ltd.
ATCO,Atco Structures Inc. (Calgary)
ATCO,ATCO Gas
ATCO,ATCO STRUCTURES
ATCO,ATCO Frontec Corp.
ATCO,ATCO STRUCTURES & LOGISTICS (LA PRAIRIE)
ATCO,ATCO POWER CANADA LTD.
ATCO,ATCO Ltd
ATCO,Atco Structures Inc
ATCO,ATCO STRUCTURES & LOGISTICS SERVICES LTD.
ATCO,ATCO Structures & Logistics Ltd.
ATCO,ATCO FRONTEC CORPORATION
ATCO,ATCO Pipelines
ATCO,ATCO Structures & Logistics Services Limited
ATCO,ATCO Frontec Ltd.
ATCO,ATCO ELECTRIC LTD
ATCO,ATCO Electric
ATCO,ATCO ELECTRIC
ATCO,ATCO Structures & Logistics
ATCO,ATCO GAS & PIPELINES LTD
ATCO,ATCO Structural and Logistics Services Ltd
ATCO,Atco Structures & Logistics
ATCO,ATCO
ATCO,ATCO NOISE MANAGEMENT LTD.
ATCO,ATCO Structures & Logistics Services Ltd
ATCO,Acto Structures & Logistics
ATCO,Atco Power Canada Ltd.
ATCO,ATCO Structures and Logistics Services Ltd
ATCO,ATCO Structures and Logistics
ATCO,ATCO STRUCTURES & LOGISTICS SERVICES LTD
ATCO,Atco Structures
ATCO,Atco
ATCO,Atco Electric
ATCO,ATCO - Structures & Logistics
ATCO,"ATCO Group Airport, Airport Hotel"
ATCO,Atco Gas
ATCO,ATCO Structures and Logistics Services
ATCO,ATCO Structures and Logistics Services Ltd.
ATCO,ATCO Structures & Logistics (La Prairie)
ATCO,ATCO GAS
ATCO,ATCO Structures INc.
ATCO,ATCO electric
ATCO,ATCO Structures and Logistics Ltd
