d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2019-2020,15787.80,15427.44
0_other,2021-2022,11277.00,10194.23
1_facilities_and_construction,2017-2018,12677258.74,13061536.50
1_facilities_and_construction,2018-2019,16733757.70,17054343.11
1_facilities_and_construction,2019-2020,14498490.37,14380299.91
1_facilities_and_construction,2020-2021,12678644.50,12048454.81
1_facilities_and_construction,2021-2022,12534046.84,11645133.27
1_facilities_and_construction,2022-2023,14010985.74,12533421.68
10_office_management,2017-2018,53313.17,54884.16
10_office_management,2018-2019,25524.86,25919.95
10_office_management,2019-2020,62163.33,61666.69
10_office_management,2020-2021,485390.92,459498.72
10_office_management,2021-2022,19247.17,17871.78
10_office_management,2022-2023,37529.85,33467.71
11_defence,2017-2018,30849.00,31730.00
11_defence,2021-2022,16758.00,15738.37
2_professional_services,2017-2018,5720390.10,5886384.97
2_professional_services,2018-2019,15666460.89,15964019.53
2_professional_services,2019-2020,15650439.57,15522300.10
2_professional_services,2020-2021,15979378.14,15215354.60
2_professional_services,2021-2022,17672442.58,16400990.19
2_professional_services,2022-2023,20726552.44,18559132.66
3_information_technology,2017-2018,383270.33,395421.92
5_transportation_and_logistics,2017-2018,16293.17,16850.14
5_transportation_and_logistics,2018-2019,67409.95,68959.95
5_transportation_and_logistics,2019-2020,57257.84,57182.24
5_transportation_and_logistics,2020-2021,17018.23,16389.80
5_transportation_and_logistics,2021-2022,92762.29,86132.00
5_transportation_and_logistics,2022-2023,113567.96,102158.90
6_industrial_products_and_services,2019-2020,38745.00,37860.64
6_industrial_products_and_services,2021-2022,10573.33,9673.35
6_industrial_products_and_services,2022-2023,372738.55,332446.13
7_travel,2018-2019,12873.00,13180.62
7_travel,2021-2022,17102.06,15789.22
9_human_capital,2019-2020,257551.16,252816.52
9_human_capital,2020-2021,174069.06,164660.08
