d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,12567153.210811036
1_facilities_and_construction,2018-2019,16537883.515043374
1_facilities_and_construction,2019-2020,14309909.632213159
1_facilities_and_construction,2020-2021,12437418.30099005
10_office_management,2017-2018,53313.167368421055
10_office_management,2018-2019,25524.86285858014
10_office_management,2019-2020,62163.33476702509
10_office_management,2020-2021,485390.9150818751
11_defence,2017-2018,30849
2_professional_services,2017-2018,5720390.100952254
2_professional_services,2018-2019,15666460.88535548
2_professional_services,2019-2020,15594744.086908573
2_professional_services,2020-2021,15782253.82065033
3_information_technology,2017-2018,383270.33337866905
5_transportation_and_logistics,2017-2018,16293.17
5_transportation_and_logistics,2018-2019,67409.95
5_transportation_and_logistics,2019-2020,57257.840000000004
5_transportation_and_logistics,2020-2021,17018.23
6_industrial_products_and_services,2019-2020,38745
7_travel,2018-2019,12873
9_human_capital,2019-2020,257551.16008230453
9_human_capital,2020-2021,174069.05991769547
