d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,3547983.1442448013
1_facilities_and_construction,2018-2019,5676818.004318925
1_facilities_and_construction,2019-2020,4930567.754579271
1_facilities_and_construction,2020-2021,749692.7242998604
2_professional_services,2018-2019,387042.54
