d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1036280.10,1063682.35
2018-2019,2383727.15,2412604.54
2019-2020,1394265.11,1391946.38
2020-2021,1818928.55,1794457.61
2021-2022,339589.25,310608.87
