normalized_vendor_name,original_vendor_name
THE UNIVERSITY OF WESTERN ONTARIO,The University of Western Ontario
THE UNIVERSITY OF WESTERN ONTARIO,THE UNIVERSITY OF WESTERN ONTARIO
THE UNIVERSITY OF WESTERN ONTARIO,The university of Western Ontario
