owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,770532.02,792992.99
aafc-aac,2018-2019,21126.66,21306.83
aafc-aac,2019-2020,109606.80,107317.25
aafc-aac,2020-2021,261336.65,248639.84
aafc-aac,2021-2022,827753.45,757112.33
cfia-acia,2021-2022,112146.85,102923.70
csa-asc,2021-2022,38907.08,35467.13
csc-scc,2017-2018,1808671.93,1861625.36
csc-scc,2018-2019,65521.69,66380.12
csc-scc,2019-2020,393331.44,392520.75
csc-scc,2020-2021,559322.36,531239.82
csc-scc,2021-2022,917377.51,865135.95
dfo-mpo,2017-2018,134480.71,138291.57
dfo-mpo,2018-2019,68625.16,69771.58
dfo-mpo,2019-2020,210327.93,205317.76
dfo-mpo,2020-2021,183963.43,173420.28
dfo-mpo,2021-2022,249750.20,229967.55
dnd-mdn,2017-2018,887890.47,915853.76
dnd-mdn,2018-2019,1063.53,1090.67
dnd-mdn,2019-2020,459231.12,451374.84
dnd-mdn,2020-2021,363013.13,344456.78
dnd-mdn,2021-2022,589318.13,557608.93
isc-sac,2019-2020,96994.86,94842.78
isc-sac,2020-2021,27979.29,26367.55
nrcan-rncan,2020-2021,33022.25,31319.68
pc,2017-2018,53935.35,55441.32
pc,2019-2020,269755.56,264335.23
pc,2020-2021,290707.19,276882.19
pc,2021-2022,177416.46,163180.14
rcmp-grc,2017-2018,108285.97,111295.68
rcmp-grc,2018-2019,108559.30,111295.30
rcmp-grc,2021-2022,46246.60,42481.66
tc,2018-2019,37792.34,38152.45
tc,2021-2022,676410.00,615039.76
