d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,66198.51,68176.59
1_facilities_and_construction,2021-2022,14608.65,13568.37
11_defence,2017-2018,887890.47,915890.18
11_defence,2018-2019,1063.53,1091.92
11_defence,2019-2020,459231.12,451596.78
11_defence,2020-2021,363013.13,344214.82
11_defence,2021-2022,560906.53,527542.33
11_defence,2022-2023,522274.49,463597.43
3_information_technology,2017-2018,153612.36,158114.32
3_information_technology,2018-2019,37792.34,38184.24
3_information_technology,2019-2020,66594.50,65367.84
3_information_technology,2021-2022,312246.60,283209.23
3_information_technology,2022-2023,142746.88,127165.15
5_transportation_and_logistics,2017-2018,2194261.67,2260255.87
5_transportation_and_logistics,2018-2019,263832.82,269010.22
5_transportation_and_logistics,2019-2020,803094.16,793928.80
5_transportation_and_logistics,2020-2021,1181299.71,1118295.76
5_transportation_and_logistics,2021-2022,2733761.54,2510769.66
5_transportation_and_logistics,2022-2023,2090013.14,1876197.09
6_industrial_products_and_services,2017-2018,461833.44,475040.67
6_industrial_products_and_services,2019-2020,210327.93,205527.16
6_industrial_products_and_services,2020-2021,175031.45,165339.87
6_industrial_products_and_services,2021-2022,13802.95,12782.27
6_industrial_products_and_services,2022-2023,93766.73,83830.48
