owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfatd-maecd,2017-2018,379544.64,392346.93
dnd-mdn,2018-2019,43738.01,44744.05
dnd-mdn,2019-2020,28803.19,28351.47
dnd-mdn,2020-2021,197.51,186.13
esdc-edsc,2019-2020,310011.35,302626.65
ic,2019-2020,11443.06,11170.48
ic,2021-2022,0.00,0.00
irb-cisr,2019-2020,52051.28,50910.88
jus,2017-2018,10712.92,11013.39
jus,2018-2019,24028.53,24463.85
nrcan-rncan,2019-2020,9844.95,9610.44
nrcan-rncan,2020-2021,26064.30,24690.51
pc,2018-2019,15190.71,15394.72
ps-sp,2020-2021,11409.71,10821.45
pwgsc-tpsgc,2017-2018,445140.80,458076.31
pwgsc-tpsgc,2018-2019,1273642.61,1294535.30
pwgsc-tpsgc,2019-2020,1471826.36,1463828.92
pwgsc-tpsgc,2020-2021,41478.68,39578.29
pwgsc-tpsgc,2021-2022,92241.07,86306.40
rcmp-grc,2020-2021,11294.79,10712.45
tc,2017-2018,25183.59,25877.58
tc,2019-2020,24202.03,23625.52
tc,2021-2022,12410.07,11748.76
