d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,17940.00,17747.05
10_office_management,2017-2018,538363.79,555737.17
10_office_management,2018-2019,748194.47,759660.23
10_office_management,2019-2020,1326391.83,1312933.15
10_office_management,2020-2021,77416.51,73504.83
10_office_management,2021-2022,104651.14,98055.16
5_transportation_and_logistics,2017-2018,322218.15,331577.02
5_transportation_and_logistics,2018-2019,552157.87,562250.75
5_transportation_and_logistics,2019-2020,553670.63,549227.37
6_industrial_products_and_services,2018-2019,56247.52,57226.94
6_industrial_products_and_services,2019-2020,10179.76,10216.79
6_industrial_products_and_services,2020-2021,13028.48,12484.01
