d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,26360.204471101417
1_facilities_and_construction,2018-2019,26360.204471101417
1_facilities_and_construction,2019-2020,26432.42420937841
1_facilities_and_construction,2020-2021,17621.616139585603
2_professional_services,2017-2018,668161.3061398368
2_professional_services,2018-2019,799184.4369455101
2_professional_services,2019-2020,1659830.5330741734
2_professional_services,2020-2021,779159.4029038863
3_information_technology,2017-2018,4224398.774084537
3_information_technology,2018-2019,7091668.583580007
3_information_technology,2019-2020,9331518.886919903
3_information_technology,2020-2021,9588774.390537068
