d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,3547491.02,3638490.90
0_other,2018-2019,4880754.03,4956656.97
0_other,2019-2020,4894125.96,4852824.55
0_other,2020-2021,4880754.03,4639987.81
0_other,2021-2022,4880754.03,3818041.22
11_defence,2017-2018,508616.48,521834.89
11_defence,2018-2019,344624.98,350016.20
11_defence,2019-2020,812335.23,805630.36
11_defence,2020-2021,718665.24,682506.24
11_defence,2021-2022,836950.21,698064.08
2_professional_services,2017-2018,104071.79,106760.50
2_professional_services,2018-2019,122093.54,124088.82
2_professional_services,2019-2020,35842.72,34975.31
2_professional_services,2020-2021,37531.39,35379.30
2_professional_services,2021-2022,401512.72,233200.75
3_information_technology,2017-2018,732380.79,751099.28
3_information_technology,2018-2019,2543380.47,2578343.45
3_information_technology,2019-2020,5249045.51,5200341.11
3_information_technology,2020-2021,4730983.14,4493337.99
3_information_technology,2021-2022,3819967.78,3010395.65
9_human_capital,2017-2018,26360.20,27043.28
9_human_capital,2018-2019,26360.20,26770.14
9_human_capital,2019-2020,26432.42,26209.36
9_human_capital,2020-2021,17621.62,16797.51
