d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,777503.92,797503.65
it_consulting_services,2018-2019,2311510.72,2343928.84
it_consulting_services,2019-2020,4437392.93,4389659.53
it_consulting_services,2020-2021,4250540.32,4037003.21
it_consulting_services,2021-2022,2667308.94,2475555.13
it_other,2017-2018,55473.04,56798.58
it_other,2018-2019,332465.92,336575.20
it_other,2019-2020,811652.58,810681.59
it_other,2020-2021,480442.82,456334.78
it_other,2021-2022,1185778.73,1101660.63
