d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2019-2020,20610.67,20601.27
11_defence,2017-2018,2890405.86,2945359.50
11_defence,2018-2019,3984962.84,4035090.16
11_defence,2019-2020,304489.70,303112.64
11_defence,2020-2021,251823.99,241291.67
11_defence,2021-2022,958567.96,699716.13
5_transportation_and_logistics,2017-2018,12174920.24,12427375.54
5_transportation_and_logistics,2018-2019,9944572.36,10076181.03
5_transportation_and_logistics,2019-2020,5304776.69,5290861.04
5_transportation_and_logistics,2020-2021,7320119.96,7018827.77
5_transportation_and_logistics,2021-2022,9028544.33,5792442.33
6_industrial_products_and_services,2018-2019,118475.53,119783.41
