d_most_recent_category,total,percentage
6_industrial_products_and_services,7470728.94,0.6329
11_defence,2863211.11,0.2426
3_information_technology,1117795.47,0.0947
1_facilities_and_construction,285045.71,0.0241
9_human_capital,66530.47,0.0056
