d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,100839.02048404938
1_facilities_and_construction,2018-2019,96259.4925388439
1_facilities_and_construction,2019-2020,59213.96517270429
1_facilities_and_construction,2020-2021,115967.71456105525
11_defence,2017-2018,613258.2872558407
11_defence,2018-2019,716344.3031780822
11_defence,2019-2020,83772.65704918033
11_defence,2020-2021,53967.43060109289
3_information_technology,2017-2018,246106.43916907825
3_information_technology,2018-2019,111258.14596064703
3_information_technology,2019-2020,137830.36794625348
3_information_technology,2020-2021,139600.43027322405
6_industrial_products_and_services,2017-2018,647245.03
6_industrial_products_and_services,2018-2019,1066749.2703790888
6_industrial_products_and_services,2019-2020,440459.1896209114
6_industrial_products_and_services,2020-2021,912190.3427056673
9_human_capital,2018-2019,10002.76
9_human_capital,2020-2021,43391.46
