d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_devices_equipment,2017-2018,43460.81,44587.03
it_devices_equipment,2018-2019,43460.81,44136.69
it_devices_equipment,2019-2020,43579.89,43212.12
it_devices_equipment,2020-2021,10835.44,10228.43
it_devices_equipment,2021-2022,23349.75,21515.75
it_other,2017-2018,29270.79,30067.62
it_other,2018-2019,3606.12,3641.60
it_other,2019-2020,27386.69,26979.23
it_other,2020-2021,66811.37,63530.97
it_software_licensing,2017-2018,216835.65,222349.41
it_software_licensing,2018-2019,107652.03,109130.10
it_software_licensing,2019-2020,110443.68,109028.79
it_software_licensing,2020-2021,72789.06,69280.29
it_software_licensing,2021-2022,151714.48,140772.82
