d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,128581.01,126373.04
1_facilities_and_construction,2020-2021,837145.79,795695.22
1_facilities_and_construction,2021-2022,1764687.52,1637128.30
1_facilities_and_construction,2022-2023,1551851.64,1381655.01
