d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,1116590.4299612404
1_facilities_and_construction,2018-2019,92238.11
1_facilities_and_construction,2019-2020,90643.14
1_facilities_and_construction,2020-2021,83386.58497942389
10_office_management,2017-2018,4085484.5835724925
10_office_management,2018-2019,3515252.860407533
10_office_management,2019-2020,4028192.035199641
10_office_management,2020-2021,2609571.255897994
11_defence,2020-2021,11261.62
3_information_technology,2018-2019,20821.85
3_information_technology,2020-2021,6913.284
5_transportation_and_logistics,2017-2018,65047.89
6_industrial_products_and_services,2017-2018,264787.234
6_industrial_products_and_services,2018-2019,387691.29600000003
6_industrial_products_and_services,2019-2020,179536.86000000002
6_industrial_products_and_services,2020-2021,255748.06
