d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1116590.43,1145611.48
1_facilities_and_construction,2018-2019,92238.11,93281.96
1_facilities_and_construction,2019-2020,90643.14,90495.73
1_facilities_and_construction,2020-2021,83386.58,79352.60
1_facilities_and_construction,2021-2022,149160.62,137183.63
10_office_management,2017-2018,4085484.58,4180524.87
10_office_management,2018-2019,3515252.86,3559517.78
10_office_management,2019-2020,4028192.04,4023056.30
10_office_management,2020-2021,2609571.26,2517313.15
10_office_management,2021-2022,1777104.69,1120890.66
11_defence,2020-2021,11261.62,10830.43
3_information_technology,2018-2019,20821.85,21023.35
3_information_technology,2020-2021,6913.28,6534.51
3_information_technology,2021-2022,26363.23,9578.63
4_medical,2021-2022,13046.23,12050.71
5_transportation_and_logistics,2017-2018,65047.89,66350.06
6_industrial_products_and_services,2017-2018,264787.23,269753.46
6_industrial_products_and_services,2018-2019,387691.30,393030.59
6_industrial_products_and_services,2019-2020,179536.86,179388.97
6_industrial_products_and_services,2020-2021,255748.06,251716.37
6_industrial_products_and_services,2021-2022,33825.55,18108.75
