d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,24000
1_facilities_and_construction,2018-2019,282210.5162421789
1_facilities_and_construction,2019-2020,656760.2837578211
1_facilities_and_construction,2020-2021,621552.3413398981
10_office_management,2017-2018,2986995.392156863
10_office_management,2018-2019,2986995.392156863
2_professional_services,2017-2018,560705.8045084067
2_professional_services,2018-2019,667748.0164411091
2_professional_services,2019-2020,1984534.4643018905
2_professional_services,2020-2021,3156983.3938525356
6_industrial_products_and_services,2017-2018,85478.55530474041
9_human_capital,2017-2018,120345.55144522419
9_human_capital,2018-2019,88078.9508275031
9_human_capital,2019-2020,73062.68013468014
9_human_capital,2020-2021,35021.81986531986
