owner_org,d_fiscal_year,total
aandc-aadnc,2017-2018,24000
cic,2020-2021,54240
cnsc-ccsn,2017-2018,64826.28630528592
cnsc-ccsn,2018-2019,243276.22426499517
cnsc-ccsn,2019-2020,66827.48942971895
cra-arc,2017-2018,49295.86301369863
cra-arc,2018-2019,18730.136986301368
cra-arc,2019-2020,36705.05882352941
cra-arc,2020-2021,12217.544950055495
csa-asc,2020-2021,26904.149999999994
dfatd-maecd,2020-2021,129678.58000000002
dfo-mpo,2017-2018,238660.82235011176
dfo-mpo,2018-2019,117853.7506391884
dfo-mpo,2019-2020,157047.35847933925
dfo-mpo,2020-2021,112757.75319602914
dnd-mdn,2017-2018,3010995.3921568627
dnd-mdn,2018-2019,3246962.4083990417
dnd-mdn,2019-2020,1043178.5678728452
dnd-mdn,2020-2021,2024175.061512706
ec,2017-2018,72557.33615879828
ec,2018-2019,70250.07106663525
ec,2019-2020,48839.75623568367
ec,2020-2021,200148.99617988916
esdc-edsc,2019-2020,39960
esdc-edsc,2020-2021,12527.04
hc-sc,2017-2018,62603.79540787208
hc-sc,2018-2019,127345.00260269479
hc-sc,2019-2020,148548.93931784751
hc-sc,2020-2021,137808.87766758382
nrc-cnrc,2018-2019,35000
nrc-cnrc,2019-2020,883156.609744225
nrc-cnrc,2020-2021,949005.4347582409
nrcan-rncan,2017-2018,173122.8953047404
nrcan-rncan,2018-2019,146497.3259076923
nrcan-rncan,2019-2020,154190.60409230768
nrcan-rncan,2020-2021,84426.48
pch,2017-2018,8461.897343532684
phac-aspc,2017-2018,54752.35227272727
phac-aspc,2019-2020,24750
ps-sp,2018-2019,19117.955801104974
ps-sp,2019-2020,39532.04419889503
tbs-sct,2019-2020,22261
tc,2017-2018,18248.663101604277
tc,2019-2020,49360
tc,2020-2021,69667.63679324894
