d_fiscal_year,total,total_constant_2019_dollars
2017-2018,4546572.15,4663584.53
2018-2019,4756360.50,4827489.91
2019-2020,3021469.27,2989123.75
2020-2021,3838049.12,3647679.23
2021-2022,2365270.03,1579849.60
