d_fiscal_year,total,total_constant_2019_dollars
2017-2018,148531.42,152431.42
2018-2019,487060.73,493986.54
2019-2020,599906.85,596792.58
2020-2021,801960.27,766542.79
2021-2022,778859.88,719864.82
