d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,173930.00,178720.55
0_other,2021-2022,46228.44,41753.52
2_professional_services,2017-2018,1271590.40,1303948.83
2_professional_services,2018-2019,583120.62,592323.37
2_professional_services,2019-2020,346322.87,341800.70
2_professional_services,2020-2021,578194.98,549137.24
2_professional_services,2021-2022,1012155.15,935819.44
3_information_technology,2017-2018,26812.76,27444.79
3_information_technology,2018-2019,200659.07,203201.69
3_information_technology,2021-2022,65015.68,58722.16
9_human_capital,2018-2019,10650.25,10783.98
