owner_org,d_fiscal_year,total,total_constant_2019_dollars
csa-asc,2021-2022,16965.48,15655.07
dnd-mdn,2018-2019,291615.42,295685.30
dnd-mdn,2019-2020,368038.78,364932.91
dnd-mdn,2020-2021,367033.21,348927.56
ic,2017-2018,78054.75,80077.21
ic,2018-2019,90027.09,91427.14
ic,2019-2020,49946.44,49524.94
ic,2020-2021,49809.97,47352.86
ic,2021-2022,11258.05,10168.27
pch,2017-2018,118836.45,121860.37
pwgsc-tpsgc,2017-2018,516956.70,530335.30
pwgsc-tpsgc,2018-2019,375781.00,381208.45
pwgsc-tpsgc,2019-2020,356752.42,353117.80
pwgsc-tpsgc,2020-2021,402193.41,382471.20
pwgsc-tpsgc,2021-2022,443251.35,411051.20
