d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,154074.81,158827.26
1_facilities_and_construction,2018-2019,331254.45,337152.16
1_facilities_and_construction,2019-2020,305604.84,302575.54
1_facilities_and_construction,2020-2021,418706.02,399382.94
1_facilities_and_construction,2021-2022,427134.73,399017.65
10_office_management,2017-2018,118836.45,122426.48
2_professional_services,2017-2018,336317.83,346547.53
2_professional_services,2018-2019,399605.00,405845.73
2_professional_services,2019-2020,423103.84,419708.39
2_professional_services,2020-2021,377123.60,359614.64
2_professional_services,2021-2022,16965.48,15779.58
6_industrial_products_and_services,2017-2018,104618.81,107824.86
6_industrial_products_and_services,2018-2019,26564.06,27049.62
6_industrial_products_and_services,2019-2020,46028.96,45614.34
6_industrial_products_and_services,2020-2021,23206.97,22124.93
6_industrial_products_and_services,2021-2022,27374.67,25505.75
