d_most_recent_category,total,percentage
9_human_capital,7283811.12,0.668
3_information_technology,2952234.99,0.2708
2_professional_services,376341.67,0.0345
11_defence,204792.71,0.0188
0_other,41499.25,0.0038
1_facilities_and_construction,30809.45,0.0028
7_travel,14334.05,0.0013
