owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2018-2019,66454.50,67897.86
aandc-aadnc,2017-2018,78778.23,80693.08
aandc-aadnc,2018-2019,39452.03,40076.72
aandc-aadnc,2019-2020,35279.44,34986.33
aandc-aadnc,2020-2021,1150.69,1086.23
atssc-scdata,2017-2018,15481.00,15932.59
cas-satj,2019-2020,33614.11,32800.63
cas-satj,2020-2021,242.36,228.21
cas-satj,2021-2022,11057.64,8650.00
cbsa-asfc,2017-2018,24088.53,24665.91
cbsa-asfc,2018-2019,102254.51,103898.12
cbsa-asfc,2019-2020,46299.09,45902.73
cbsa-asfc,2020-2021,66181.96,62924.90
cbsa-asfc,2021-2022,29799.23,12297.95
ced-dec,2018-2019,23891.81,24178.94
cfia-acia,2020-2021,16519.58,15555.13
cgc-ccg,2017-2018,28754.25,29532.61
cgc-ccg,2018-2019,24995.25,25304.96
cgc-ccg,2020-2021,42449.53,40395.78
cgc-ccg,2021-2022,68575.37,64391.50
cic,2020-2021,13790.52,13198.51
cic,2021-2022,12317.00,11559.35
cra-arc,2017-2018,33596.64,34419.79
cra-arc,2020-2021,21470.00,20216.54
cra-arc,2021-2022,70581.10,65682.64
crtc,2018-2019,16780.50,17083.12
crtc,2019-2020,23487.18,23445.65
csc-scc,2017-2018,13560.00,13917.49
csc-scc,2019-2020,14900.55,14611.07
csc-scc,2020-2021,574.50,540.96
csc-scc,2021-2022,14403.65,11716.88
dfatd-maecd,2018-2019,13650.40,13896.57
dfatd-maecd,2019-2020,14949.90,14588.10
dfatd-maecd,2021-2022,26164.02,24739.68
dfo-mpo,2017-2018,15820.00,16207.60
dfo-mpo,2018-2019,33801.00,34274.84
dfo-mpo,2020-2021,13170.15,12643.79
dfo-mpo,2021-2022,93103.66,55700.15
dnd-mdn,2017-2018,973028.07,998064.78
dnd-mdn,2018-2019,961286.57,976635.30
dnd-mdn,2019-2020,741441.29,734283.55
dnd-mdn,2020-2021,557884.83,529420.77
dnd-mdn,2021-2022,557867.45,380000.79
ec,2017-2018,18306.00,18737.51
ec,2018-2019,45702.85,46152.52
ec,2019-2020,19499.76,19027.86
ec,2020-2021,32684.95,31014.05
ec,2021-2022,49251.05,37118.75
esdc-edsc,2017-2018,90110.20,92318.80
esdc-edsc,2018-2019,113726.55,115402.79
esdc-edsc,2019-2020,37580.24,36670.78
esdc-edsc,2020-2021,172189.62,162349.17
fcac-acfc,2021-2022,17623.59,1465.80
hc-sc,2017-2018,62855.83,64483.71
hc-sc,2018-2019,85720.42,86961.26
hc-sc,2019-2020,78976.45,77922.93
hc-sc,2020-2021,78061.78,74150.80
hc-sc,2021-2022,66242.94,37172.10
iaac-aeic,2018-2019,18025.76,18203.12
ic,2017-2018,45829.45,46953.39
ic,2018-2019,37050.98,37450.57
ic,2019-2020,9562.09,9481.40
ic,2020-2021,39879.96,37720.99
isc-sac,2018-2019,447.49,451.89
isc-sac,2019-2020,23397.39,23199.94
isc-sac,2020-2021,1150.69,1086.23
jus,2021-2022,11046.38,0.00
lac-bac,2017-2018,6074.94,6220.07
lac-bac,2018-2019,27676.81,28041.58
nrcan-rncan,2017-2018,34727.38,35600.84
nrcan-rncan,2020-2021,27572.00,25962.29
nserc-crsng,2019-2020,6898.94,6768.83
nserc-crsng,2020-2021,16141.76,15345.49
pco-bcp,2017-2018,22600.00,23132.73
pco-bcp,2019-2020,24860.00,24258.38
ppsc-sppc,2020-2021,11029.59,10385.66
ppsc-sppc,2021-2022,96745.29,89978.34
psc-cfp,2017-2018,24973.00,25584.86
psc-cfp,2018-2019,19042.16,19281.25
pwgsc-tpsgc,2017-2018,11865.00,12145.82
pwgsc-tpsgc,2018-2019,20631.00,20841.06
pwgsc-tpsgc,2019-2020,18140.00,17943.40
rcmp-grc,2017-2018,91339.33,93630.87
rcmp-grc,2018-2019,175923.41,178340.92
rcmp-grc,2019-2020,92992.77,91923.41
rcmp-grc,2020-2021,10435.30,9850.72
rcmp-grc,2021-2022,28200.85,16974.74
ssc-spc,2017-2018,596104.37,610831.76
ssc-spc,2018-2019,1176534.07,1192715.11
ssc-spc,2019-2020,1839580.84,1826809.11
ssc-spc,2020-2021,49191.86,47005.75
tbs-sct,2018-2019,27120.00,27426.75
tc,2020-2021,53675.00,50541.35
tc,2021-2022,28323.75,1993.81
vac-acc,2018-2019,46770.50,47409.98
vac-acc,2020-2021,148837.31,140601.61
vac-acc,2021-2022,11130.50,10308.72
wd-deo,2019-2020,10815.00,10840.66
