owner_org,d_fiscal_year,total
aafc-aac,2018-2019,66454.5
aandc-aadnc,2017-2018,78778.22820908902
aandc-aadnc,2018-2019,39452.03089481277
aandc-aadnc,2019-2020,35279.435005705294
aandc-aadnc,2020-2021,1150.6912020460359
atssc-scdata,2017-2018,15481
cas-satj,2019-2020,33614.11
cas-satj,2020-2021,242.3592493297587
cbsa-asfc,2017-2018,24088.528155339805
cbsa-asfc,2018-2019,102254.5118446602
cbsa-asfc,2019-2020,46299.08681034482
cbsa-asfc,2020-2021,66181.96318965517
ced-dec,2018-2019,23891.809999999998
cfia-acia,2020-2021,16519.58
cgc-ccg,2017-2018,28754.25
cgc-ccg,2018-2019,24995.25
cgc-ccg,2020-2021,42449.530725353696
cic,2020-2021,13790.52
cra-arc,2017-2018,33596.64
cra-arc,2020-2021,21470
crtc,2018-2019,16780.5
crtc,2019-2020,23487.18
csc-scc,2017-2018,13560
csc-scc,2019-2020,14900.55
csc-scc,2020-2021,574.5043835616437
dfatd-maecd,2018-2019,13650.4
dfatd-maecd,2019-2020,14949.900000000001
dfo-mpo,2017-2018,15820.000000000002
dfo-mpo,2018-2019,33801
dfo-mpo,2020-2021,0
dnd-mdn,2017-2018,687098.5039902466
dnd-mdn,2018-2019,721575.7506804252
dnd-mdn,2019-2020,741441.290167727
dnd-mdn,2020-2021,557884.8315763645
ec,2017-2018,18306
ec,2018-2019,45702.85
ec,2019-2020,19499.760000000002
ec,2020-2021,32684.95
esdc-edsc,2017-2018,90110.20331369157
esdc-edsc,2018-2019,113726.54506849316
esdc-edsc,2019-2020,37580.239726027394
esdc-edsc,2020-2021,172189.6202739726
hc-sc,2017-2018,62855.83398243071
hc-sc,2018-2019,85720.42356895444
hc-sc,2019-2020,78976.45420838929
hc-sc,2020-2021,78061.77807936764
iaac-aeic,2018-2019,18025.760000000002
ic,2017-2018,45829.45
ic,2018-2019,37050.976015037595
ic,2019-2020,9562.093984962406
ic,2020-2021,39879.96
isc-sac,2018-2019,447.4910230179028
isc-sac,2019-2020,23397.38777493606
isc-sac,2020-2021,1150.6912020460359
lac-bac,2017-2018,6074.9402390438245
lac-bac,2018-2019,27676.809760956177
nrcan-rncan,2017-2018,34727.38367609254
nrcan-rncan,2020-2021,27572
nserc-crsng,2019-2020,6898.942802303263
nserc-crsng,2020-2021,16141.757197696737
pco-bcp,2017-2018,22600
pco-bcp,2019-2020,24860
ppsc-sppc,2020-2021,11029.59298245614
psc-cfp,2017-2018,24973
psc-cfp,2018-2019,19042.16
pwgsc-tpsgc,2017-2018,11865
pwgsc-tpsgc,2018-2019,20631
pwgsc-tpsgc,2019-2020,18140
rcmp-grc,2017-2018,91339.33333333333
rcmp-grc,2018-2019,175923.40666666668
rcmp-grc,2019-2020,92992.76565217391
rcmp-grc,2020-2021,10435.304347826088
ssc-spc,2017-2018,596104.3654619168
ssc-spc,2018-2019,1156642.6761280969
ssc-spc,2019-2020,1839580.8427756615
ssc-spc,2020-2021,49191.85999999999
tbs-sct,2018-2019,27120
tc,2020-2021,53675
vac-acc,2018-2019,46770.5
vac-acc,2020-2021,148837.31
wd-deo,2019-2020,10815
