d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,323676.52,333040.10
it_consulting_services,2018-2019,726307.26,737724.74
it_consulting_services,2019-2020,1526409.56,1517935.31
it_consulting_services,2020-2021,42953.88,41054.47
it_consulting_services,2021-2022,85700.34,79762.19
it_consulting_services,2022-2023,63989.98,57011.70
it_other,2017-2018,30913.08,31833.05
it_other,2018-2019,68759.82,70083.54
it_other,2019-2020,37580.24,36722.47
it_other,2020-2021,93153.79,87997.22
it_software_licensing,2018-2019,16780.50,17166.35
