d_fiscal_year,total,total_constant_2019_dollars
2017-2018,621835.06,640905.87
2018-2019,653888.71,665532.17
2019-2020,679646.84,674321.97
2020-2021,707370.63,674550.70
2021-2022,626550.77,586280.48
