owner_org,d_fiscal_year,total,total_constant_2019_dollars
cic,2017-2018,239560.00,245767.78
cic,2018-2019,246668.06,250463.51
cic,2019-2020,200119.35,198430.55
cic,2020-2021,199572.58,189727.72
cic,2021-2022,113000.00,104914.29
dfatd-maecd,2018-2019,24577.35,24819.17
dfatd-maecd,2019-2020,113741.51,112659.84
dfatd-maecd,2020-2021,124369.25,118226.81
dfatd-maecd,2021-2022,147963.62,137376.08
dnd-mdn,2017-2018,124545.20,127783.66
dnd-mdn,2018-2019,124913.43,126856.02
elections,2019-2020,90400.00,89933.93
esdc-edsc,2017-2018,45415.77,46592.64
esdc-edsc,2018-2019,45415.77,46122.05
esdc-edsc,2019-2020,45540.20,45155.88
esdc-edsc,2020-2021,45415.77,43175.42
esdc-edsc,2021-2022,51977.87,48258.60
fintrac-canafe,2020-2021,56500.00,53587.95
hc-sc,2019-2020,16950.00,16746.40
hc-sc,2020-2021,69198.94,65832.24
hc-sc,2021-2022,80821.43,75038.25
ic,2021-2022,28244.35,25995.58
pco-bcp,2017-2018,212314.09,217815.85
pco-bcp,2018-2019,212314.09,215615.89
pco-bcp,2019-2020,212895.78,211099.15
pco-bcp,2020-2021,212314.09,201840.70
pco-bcp,2021-2022,204543.50,190103.56
