d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,507188.49,520347.12
2_professional_services,2018-2019,504397.93,512201.46
2_professional_services,2019-2020,548955.33,544619.52
2_professional_services,2020-2021,583001.38,554164.03
2_professional_services,2021-2022,478587.15,444310.27
3_information_technology,2018-2019,24577.35,24819.17
3_information_technology,2019-2020,130691.51,129406.24
3_information_technology,2020-2021,124369.25,118226.81
3_information_technology,2021-2022,147963.62,137376.08
9_human_capital,2017-2018,114646.57,117612.82
9_human_capital,2018-2019,124913.43,126856.02
