owner_org,d_fiscal_year,total,total_constant_2019_dollars
aafc-aac,2017-2018,13800.00,14183.00
dfo-mpo,2017-2018,44716.34,45963.32
dfo-mpo,2018-2019,68829.06,69851.05
dfo-mpo,2019-2020,220261.87,217237.77
dfo-mpo,2020-2021,519726.39,496836.87
dfo-mpo,2021-2022,44779.92,41384.71
dnd-mdn,2017-2018,506565.86,520858.88
dnd-mdn,2018-2019,957740.94,975247.47
dnd-mdn,2019-2020,1190249.89,1179947.30
dnd-mdn,2020-2021,1685319.19,1605147.72
dnd-mdn,2021-2022,1148255.81,1086067.37
ec,2017-2018,62973.90,64841.52
ec,2018-2019,28085.30,28585.22
ec,2019-2020,49633.95,48914.72
ec,2020-2021,39890.53,38004.64
ec,2021-2022,62209.22,56853.96
ic,2018-2019,13800.00,13937.94
jus,2020-2021,29900.00,28581.91
nrc-cnrc,2017-2018,128626.21,132568.51
nrc-cnrc,2018-2019,128626.21,130977.37
nrc-cnrc,2019-2020,192004.86,189993.15
nrc-cnrc,2020-2021,244528.57,233222.89
nrc-cnrc,2021-2022,170900.00,159084.05
nrcan-rncan,2017-2018,196418.06,202218.91
nrcan-rncan,2018-2019,149979.41,152594.75
nrcan-rncan,2019-2020,135336.13,133934.14
nrcan-rncan,2020-2021,79116.47,75189.07
nrcan-rncan,2021-2022,39462.34,35881.95
pc,2017-2018,15730.00,16208.02
pc,2020-2021,32250.00,30715.06
pc,2021-2022,60376.52,55443.55
phac-aspc,2017-2018,3610.20,3724.48
ssc-spc,2017-2018,74212.87,76487.44
ssc-spc,2018-2019,74212.87,75569.41
ssc-spc,2019-2020,58438.18,57969.21
ssc-spc,2020-2021,8848.94,8436.35
ssc-spc,2021-2022,8848.94,8280.49
tc,2017-2018,110988.72,114104.56
tc,2018-2019,247450.41,251753.01
tc,2019-2020,188398.95,186442.02
tc,2020-2021,682668.74,648776.00
tc,2021-2022,137260.72,128248.82
wage,2020-2021,40000.00,38437.11
