owner_org,d_fiscal_year,total
aafc-aac,2017-2018,13800
dfo-mpo,2017-2018,44716.33861271677
dfo-mpo,2018-2019,68829.06138728325
dfo-mpo,2019-2020,220261.8681339456
dfo-mpo,2020-2021,519726.39015842177
dnd-mdn,2017-2018,506565.86175106326
dnd-mdn,2018-2019,957740.9405867889
dnd-mdn,2019-2020,1190249.8883692184
dnd-mdn,2020-2021,1685319.1892929294
ec,2017-2018,62973.9
ec,2018-2019,28333.40807174888
ec,2019-2020,50769.033799416764
ec,2020-2021,32429.468128834356
ic,2018-2019,13800
jus,2020-2021,29900
nrc-cnrc,2017-2018,128626.20983574499
nrc-cnrc,2018-2019,128626.20983574499
nrc-cnrc,2019-2020,192004.86057457188
nrc-cnrc,2020-2021,244528.56967181058
nrcan-rncan,2017-2018,196418.05840336133
nrcan-rncan,2018-2019,149979.40840336133
nrcan-rncan,2019-2020,135336.1344537815
nrcan-rncan,2020-2021,79116.47058823529
pc,2017-2018,15730
pc,2020-2021,32250
phac-aspc,2017-2018,3610.2
ssc-spc,2017-2018,74212.8747433265
ssc-spc,2018-2019,74212.8747433265
ssc-spc,2019-2020,58438.18275154004
ssc-spc,2020-2021,8848.939082819987
tc,2017-2018,110988.7239488117
tc,2018-2019,247450.4060511883
tc,2019-2020,188398.95327102803
tc,2020-2021,682668.7367289719
wage,2020-2021,40000
