d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,186397.17,191236.97
1_facilities_and_construction,2018-2019,462113.12,468006.66
1_facilities_and_construction,2019-2020,1096295.52,1085545.90
1_facilities_and_construction,2020-2021,726405.51,690206.36
1_facilities_and_construction,2021-2022,931394.30,728596.81
2_professional_services,2017-2018,550911.04,565186.95
2_professional_services,2018-2019,550911.04,559478.52
2_professional_services,2019-2020,552420.38,547758.52
2_professional_services,2020-2021,550911.04,523734.75
2_professional_services,2021-2022,550911.04,430958.22
