normalized_vendor_name,original_vendor_name
CANTEC SYSTEMS,Cantec Systems Ltd
CANTEC SYSTEMS,CANTEC SYSTEMS LIMITED
CANTEC SYSTEMS,Cantec Systems Limited
CANTEC SYSTEMS,Cantec Systems
CANTEC SYSTEMS,CANTEC SYSTEMS LTD
CANTEC SYSTEMS,CANTEC systems LTD
CANTEC SYSTEMS,Cantec Systems LTD
CANTEC SYSTEMS,Cantec Systems limited
CANTEC SYSTEMS,CANTEC SYSTEMS
CANTEC SYSTEMS,Cantec Systems Inc
CANTEC SYSTEMS,Cantec Systems Ltd.
CANTEC SYSTEMS,Cantec Systems LTD.
CANTEC SYSTEMS,Cantec Systems incorporated
