d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,3719725.83,3818572.13
10_office_management,2018-2019,4807259.75,4870779.26
10_office_management,2019-2020,5651669.12,5640797.61
10_office_management,2020-2021,4542855.07,4471524.06
10_office_management,2021-2022,3643292.68,2364108.52
2_professional_services,2017-2018,897343.96,921293.90
2_professional_services,2018-2019,901229.65,912716.81
5_transportation_and_logistics,2019-2020,108557.06,108255.53
5_transportation_and_logistics,2020-2021,157861.86,154544.83
5_transportation_and_logistics,2021-2022,157861.86,119918.25
6_industrial_products_and_services,2020-2021,43951.80,41543.74
