d_fiscal_year,total,total_constant_2019_dollars
2017-2018,4617069.79,4736515.73
2018-2019,5708489.41,5792844.64
2019-2020,5763457.57,5714722.51
2020-2021,4749367.76,4517975.66
2021-2022,2866580.12,2649257.06
