d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,3719725.83
10_office_management,2018-2019,4807259.75
10_office_management,2019-2020,5651669.12
10_office_management,2020-2021,4542855.07
2_professional_services,2017-2018,897343.96
2_professional_services,2018-2019,901229.65
5_transportation_and_logistics,2019-2020,108557.06
5_transportation_and_logistics,2020-2021,157861.86
6_industrial_products_and_services,2020-2021,43951.80
