owner_org,d_fiscal_year,total
aandc-aadnc,2018-2019,29332.8
aandc-aadnc,2019-2020,32857.340000000004
cbsa-asfc,2017-2018,17138.509316770185
cbsa-asfc,2018-2019,18623.49068322981
cbsa-asfc,2019-2020,14037.99
cra-arc,2017-2018,39115.22
cra-arc,2018-2019,79231.24
cra-arc,2019-2020,71857.96815009447
cra-arc,2020-2021,38975.42184990553
elections,2020-2021,153950.41918622848
esdc-edsc,2017-2018,2744020.9168094094
esdc-edsc,2018-2019,2744020.9168094094
esdc-edsc,2019-2020,2751538.7823349144
esdc-edsc,2020-2021,2128467.7249170775
isc-sac,2018-2019,13863.150000000001
isc-sac,2020-2021,10223.58
nrcan-rncan,2019-2020,97894.68751865672
nrcan-rncan,2020-2021,142356.81651119402
oag-bvg,2019-2020,12781.347413793104
oag-bvg,2020-2021,4661.432586206897
ocol-clo,2017-2018,10002.83
pbc-clcc,2017-2018,10032.140000000001
pc,2017-2018,48199.020000000004
pc,2019-2020,50775.761421319796
pc,2020-2021,330451.6992893401
pch,2017-2018,62147.62925729443
pch,2018-2019,43891.90584074479
pch,2019-2020,63106.604901960774
pwgsc-tpsgc,2018-2019,664450.815553411
pwgsc-tpsgc,2019-2020,1663744.1792237444
pwgsc-tpsgc,2020-2021,1073102.9298256082
rcmp-grc,2017-2018,801606.4158985267
rcmp-grc,2018-2019,790308.5711266508
rcmp-grc,2019-2020,216809.80868775854
rcmp-grc,2020-2021,30977.714875389407
ssc-spc,2020-2021,43951.8
vac-acc,2017-2018,884807.108199903
vac-acc,2018-2019,1324766.5151191782
vac-acc,2019-2020,774159.3410214168
vac-acc,2020-2021,772044.1515650742
