owner_org,d_fiscal_year,total
aafc-aac,2017-2018,660183.2273991031
aafc-aac,2018-2019,490443.9992675635
aafc-aac,2019-2020,939975.3440610329
aafc-aac,2020-2021,344316.71554348693
cbsa-asfc,2018-2019,6488.570707964603
cbsa-asfc,2019-2020,29104.2892920354
cfia-acia,2017-2018,115536.35
cfia-acia,2018-2019,24929.899999999998
cfia-acia,2020-2021,332748.15101123595
cgc-ccg,2017-2018,134125.8516624685
cgc-ccg,2018-2019,129130.44
cgc-ccg,2019-2020,19044.6
cgc-ccg,2020-2021,2265.335172413793
csc-scc,2017-2018,21062.543978102192
dnd-mdn,2017-2018,263046.77999999997
dnd-mdn,2018-2019,160588.19873493977
dnd-mdn,2019-2020,134962.48126506025
dnd-mdn,2020-2021,131166.6309001671
ec,2017-2018,392176.10000000003
ec,2018-2019,124634.37
ec,2019-2020,133752.20607142858
ec,2020-2021,162846.8273952381
hc-sc,2017-2018,172805.86000000002
hc-sc,2018-2019,454336.14
hc-sc,2019-2020,509493.16332527687
hc-sc,2020-2021,474577.344632718
isc-sac,2017-2018,10723.9
isc-sac,2019-2020,26162.33
isc-sac,2020-2021,24130.260000000002
nrc-cnrc,2017-2018,180342.68
nrc-cnrc,2018-2019,277531.28514018696
nrc-cnrc,2019-2020,359247.9048598131
nrc-cnrc,2020-2021,45112.08285714286
nrcan-rncan,2017-2018,275310.64660738717
nrcan-rncan,2018-2019,29777.623761969906
nrcan-rncan,2019-2020,110870.74
nrcan-rncan,2020-2021,75216.2023880597
phac-aspc,2017-2018,528209.0866070538
phac-aspc,2018-2019,585863.9254876227
phac-aspc,2019-2020,155426.07805066323
phac-aspc,2020-2021,1019431.295158719
rcmp-grc,2017-2018,35406.990000000005
rcmp-grc,2018-2019,23960.499225473322
rcmp-grc,2019-2020,51659.17077452668
rcmp-grc,2020-2021,9099.56
statcan,2017-2018,29204.879999999997
