d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,6903404.41469147
1_facilities_and_construction,2018-2019,8409215.684042346
1_facilities_and_construction,2019-2020,9254311.972673768
1_facilities_and_construction,2020-2021,8970974.944166427
2_professional_services,2017-2018,409364.90683463914
2_professional_services,2018-2019,179808.0139124932
2_professional_services,2019-2020,159753.107904328
2_professional_services,2020-2021,267413.7603946573
5_transportation_and_logistics,2018-2019,8188.298133595285
5_transportation_and_logistics,2019-2020,20555.451866404717
