d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,6985895.52,7163981.14
1_facilities_and_construction,2018-2019,8409215.68,8534452.96
1_facilities_and_construction,2019-2020,9254311.97,9165131.99
1_facilities_and_construction,2020-2021,8970974.94,8525370.25
1_facilities_and_construction,2021-2022,8079884.61,5970388.91
2_professional_services,2017-2018,409364.74,419838.38
2_professional_services,2018-2019,179807.74,182996.97
2_professional_services,2019-2020,159752.83,159390.11
2_professional_services,2020-2021,267413.48,253895.52
2_professional_services,2021-2022,192447.75,146348.87
5_transportation_and_logistics,2018-2019,8188.30,8277.30
5_transportation_and_logistics,2019-2020,20555.45,20383.77
5_transportation_and_logistics,2021-2022,13564.49,6230.88
7_travel,2021-2022,108964.06,84890.81
