d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2021-2022,34069.75,0.00
10_office_management,2018-2019,21941.78,22250.32
10_office_management,2019-2020,21967.20,21510.51
11_defence,2017-2018,16559.02,16964.73
11_defence,2020-2021,32365.46,30475.90
11_defence,2021-2022,251388.48,126813.45
3_information_technology,2017-2018,1794914.25,1838874.95
3_information_technology,2018-2019,3186008.78,3237901.27
3_information_technology,2019-2020,56330.52,55023.82
3_information_technology,2020-2021,274390.08,258412.49
3_information_technology,2021-2022,2753053.71,1252324.09
