d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,42433182.18,43525111.81
it_consulting_services,2018-2019,46129242.76,46826767.46
it_consulting_services,2019-2020,43100856.23,42678080.58
it_consulting_services,2020-2021,56889546.60,54015547.56
it_consulting_services,2021-2022,64163189.61,59353622.01
it_devices_equipment,2017-2018,17418412.11,17836190.51
it_devices_equipment,2018-2019,25763514.40,26119486.87
it_devices_equipment,2019-2020,16509119.31,16336565.21
it_devices_equipment,2020-2021,10971716.67,10421390.24
it_devices_equipment,2021-2022,7374956.83,6891105.24
it_other,2017-2018,14156414.57,14493778.92
it_other,2018-2019,10665915.07,10827370.91
it_other,2019-2020,5734039.77,5671711.13
it_other,2020-2021,9568031.73,9095177.80
it_other,2021-2022,3258080.36,3021014.96
it_software_licensing,2017-2018,13941163.46,14299315.45
it_software_licensing,2018-2019,20245029.14,20558333.53
it_software_licensing,2019-2020,17719728.40,17540747.62
it_software_licensing,2020-2021,18578119.72,17644012.24
it_software_licensing,2021-2022,27695019.65,25656433.94
