d_most_recent_category,total,percentage
3_information_technology,588996492.02,0.2681
2_professional_services,576577907.41,0.2625
1_facilities_and_construction,233424070.43,0.1063
7_travel,165547891.73,0.0754
0_other,146615915.54,0.0667
8_security_and_protection,128226189.28,0.0584
10_office_management,113429644.30,0.0516
5_transportation_and_logistics,94574263.96,0.0431
9_human_capital,92828663.79,0.0423
6_industrial_products_and_services,53688056.91,0.0244
4_medical,2646771.26,0.0012
