d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,30440270.395486932
1_facilities_and_construction,2018-2019,30808819.59448378
1_facilities_and_construction,2019-2020,37280919.21045617
1_facilities_and_construction,2020-2021,38261144.806019954
10_office_management,2017-2018,26514888.391761728
10_office_management,2018-2019,22208549.148383938
10_office_management,2019-2020,20454560.19484521
10_office_management,2020-2021,19082014.972240776
2_professional_services,2017-2018,86681741.65416165
2_professional_services,2018-2019,98947204.75793865
2_professional_services,2019-2020,102307878.5953162
2_professional_services,2020-2021,98422143.30072938
3_information_technology,2017-2018,78399446.18490651
3_information_technology,2018-2019,93384493.78327952
3_information_technology,2019-2020,70687762.15234382
3_information_technology,2020-2021,82456465.26076941
4_medical,2017-2018,29282.53995893224
4_medical,2018-2019,100628.7608352689
4_medical,2019-2020,1511388.545591052
4_medical,2020-2021,418060.52655523113
5_transportation_and_logistics,2017-2018,8417308.089587243
5_transportation_and_logistics,2018-2019,15835735.518281227
5_transportation_and_logistics,2019-2020,18849419.55481428
5_transportation_and_logistics,2020-2021,20060725.987546936
6_industrial_products_and_services,2017-2018,10120823.803527147
6_industrial_products_and_services,2018-2019,8146523.6461119065
6_industrial_products_and_services,2019-2020,13423010.71295524
6_industrial_products_and_services,2020-2021,10364172.262288416
7_travel,2017-2018,11815188.745048283
7_travel,2018-2019,25955202.282870922
7_travel,2019-2020,14775863.283447735
7_travel,2020-2021,24102260.381685693
8_security_and_protection,2017-2018,33769042.03149779
8_security_and_protection,2018-2019,50308543.76281701
8_security_and_protection,2019-2020,21931273.187503427
8_security_and_protection,2020-2021,7826483.274114735
9_human_capital,2017-2018,13705073.874720301
9_human_capital,2018-2019,15519174.378196133
9_human_capital,2019-2020,18893391.862844132
9_human_capital,2020-2021,21855205.52636405
NA,2017-2018,22589365.356567014
NA,2018-2019,22592908.502769135
NA,2019-2020,22529062.92783819
NA,2020-2021,28599742.371127855
