d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,22603783.25,23189620.27
0_other,2018-2019,22592908.49,22943006.67
0_other,2019-2020,23014208.10,22814936.08
0_other,2020-2021,28998937.07,27559574.79
0_other,2021-2022,28543155.92,21936624.05
1_facilities_and_construction,2017-2018,30425852.49,31205743.03
1_facilities_and_construction,2018-2019,30811748.73,31266664.87
1_facilities_and_construction,2019-2020,37010875.18,36600390.83
1_facilities_and_construction,2020-2021,38520759.73,36612496.00
1_facilities_and_construction,2021-2022,42611277.99,31856382.73
10_office_management,2017-2018,26535797.39,27209035.13
10_office_management,2018-2019,22208549.15,22534414.80
10_office_management,2019-2020,20454560.19,20252009.25
10_office_management,2020-2021,19094156.83,18131208.42
10_office_management,2021-2022,10808662.05,8367511.91
2_professional_services,2017-2018,86705406.41,88933513.55
2_professional_services,2018-2019,99023574.58,100546306.20
2_professional_services,2019-2020,102382216.26,101402063.32
2_professional_services,2020-2021,98403148.85,93492863.59
2_professional_services,2021-2022,111350557.13,82275171.87
3_information_technology,2017-2018,78399446.18,80365010.15
3_information_technology,2018-2019,93384493.78,94767992.58
3_information_technology,2019-2020,70701304.44,69997187.48
3_information_technology,2020-2021,82527912.50,78398852.20
3_information_technology,2021-2022,87655123.97,65215884.76
4_medical,2017-2018,29282.54,29972.79
4_medical,2018-2019,100628.76,101844.96
4_medical,2019-2020,1511388.55,1476562.92
4_medical,2020-2021,418060.53,397188.46
4_medical,2021-2022,452454.43,333467.23
5_transportation_and_logistics,2017-2018,8417308.09,8629470.32
5_transportation_and_logistics,2018-2019,15835735.52,16089508.97
5_transportation_and_logistics,2019-2020,18849419.55,18623213.70
5_transportation_and_logistics,2020-2021,20060725.99,19055605.53
5_transportation_and_logistics,2021-2022,13976355.77,9814746.04
6_industrial_products_and_services,2017-2018,10120823.80,10376132.44
6_industrial_products_and_services,2018-2019,8146523.65,8253314.77
6_industrial_products_and_services,2019-2020,13423010.71,13269262.06
6_industrial_products_and_services,2020-2021,10364172.26,9837294.55
6_industrial_products_and_services,2021-2022,9045033.12,6424635.11
7_travel,2017-2018,11815188.75,12122500.15
7_travel,2018-2019,25955202.28,26426753.50
7_travel,2019-2020,14775863.28,14482830.50
7_travel,2020-2021,32102260.38,30446209.17
7_travel,2021-2022,5286694.84,4262426.49
8_security_and_protection,2017-2018,33769042.03,34638208.68
8_security_and_protection,2018-2019,50308543.76,51160399.94
8_security_and_protection,2019-2020,21931273.19,21823499.32
8_security_and_protection,2020-2021,7826483.27,7439996.75
8_security_and_protection,2021-2022,7646651.70,5962824.86
9_human_capital,2017-2018,13705073.87,14056580.45
9_human_capital,2018-2019,15538109.98,15771680.79
9_human_capital,2019-2020,18905753.93,18722125.79
9_human_capital,2020-2021,21855205.53,20738254.02
9_human_capital,2021-2022,23366049.07,17148691.88
