d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,2055643.3771848725
10_office_management,2018-2019,2769110.607148714
10_office_management,2019-2020,1679272.7979495088
10_office_management,2020-2021,20785.810680628274
2_professional_services,2017-2018,43410.3502173913
3_information_technology,2017-2018,801513.5883710162
3_information_technology,2018-2019,1919282.1730728839
3_information_technology,2019-2020,892813.8718922102
3_information_technology,2020-2021,6288.215519125683
9_human_capital,2017-2018,13174.999999999998
