d_most_recent_category,total,percentage
1_facilities_and_construction,1978840.21,0.6461
3_information_technology,972366.16,0.3175
10_office_management,44635.00,0.0146
6_industrial_products_and_services,38623.40,0.0126
0_other,28245.03,0.0092
