d_most_recent_category,total,percentage
3_information_technology,10387437.86,0.4066
6_industrial_products_and_services,9489515.31,0.3714
11_defence,3845108.46,0.1505
10_office_management,625220.84,0.0245
5_transportation_and_logistics,577452.19,0.0226
8_security_and_protection,361705.83,0.0142
1_facilities_and_construction,224424.63,0.0088
2_professional_services,38714.08,0.0015
