d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,22236.281176470588
1_facilities_and_construction,2018-2019,51502.50557074722
1_facilities_and_construction,2019-2020,97496.43020645485
1_facilities_and_construction,2020-2021,46771.58892868028
10_office_management,2017-2018,192873.9678243495
10_office_management,2018-2019,141551.90542977853
10_office_management,2019-2020,121347.1276923077
10_office_management,2020-2021,25076.207692307693
11_defence,2017-2018,1097765.5921310526
11_defence,2018-2019,845539.5014920792
11_defence,2019-2020,1090913.315041661
11_defence,2020-2021,355967.7876782838
2_professional_services,2017-2018,27015.338855421687
2_professional_services,2018-2019,11698.740000000002
3_information_technology,2017-2018,2458885.864565617
3_information_technology,2018-2019,1580833.0437744271
3_information_technology,2019-2020,3500476.7492761277
3_information_technology,2020-2021,912358.6847021106
5_transportation_and_logistics,2017-2018,102128.13
5_transportation_and_logistics,2019-2020,212083.34999999998
5_transportation_and_logistics,2020-2021,220884.9652455357
6_industrial_products_and_services,2017-2018,2007491.5282425915
6_industrial_products_and_services,2018-2019,2912001.9743028106
6_industrial_products_and_services,2019-2020,2788738.0093145734
6_industrial_products_and_services,2020-2021,1453549.2648810765
8_security_and_protection,2019-2020,136519.41999999998
8_security_and_protection,2020-2021,225186.41
