d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2018-2019,46361.59,46895.20
it_consulting_services,2019-2020,21493.94,21283.95
it_consulting_services,2020-2021,10485.72,9880.44
it_devices_equipment,2017-2018,247397.65,254478.10
it_devices_equipment,2018-2019,118669.24,121063.10
it_devices_equipment,2019-2020,97754.92,95896.50
it_devices_equipment,2020-2021,98140.83,93135.49
it_devices_equipment,2021-2022,38323.85,35743.85
it_devices_equipment,2022-2023,189138.12,167710.40
it_other,2017-2018,2167024.25,2229665.45
it_other,2018-2019,1569939.36,1591661.23
it_other,2019-2020,1934081.40,1916335.61
it_other,2020-2021,697451.53,664359.94
it_other,2021-2022,1604757.81,1482181.79
it_other,2022-2023,1518083.95,1347194.53
it_software_licensing,2017-2018,112421.94,115634.41
it_software_licensing,2018-2019,37534.30,37998.92
it_software_licensing,2019-2020,1468640.43,1455750.01
it_software_licensing,2020-2021,106280.60,101673.06
it_software_licensing,2021-2022,10678.50,9653.19
