d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,16407974.445173852
1_facilities_and_construction,2018-2019,16467052.55777029
1_facilities_and_construction,2019-2020,10054590.66393607
1_facilities_and_construction,2020-2021,12546571.268950723
2_professional_services,2017-2018,17808.827199124724
2_professional_services,2018-2019,243740.31544303798
2_professional_services,2019-2020,36951.884556962024
5_transportation_and_logistics,2017-2018,33350
5_transportation_and_logistics,2019-2020,147561.75
5_transportation_and_logistics,2020-2021,58409
