ref_date,constant_dollars_multiplier_2019
2019-06,1.0030946065428825
2019-07,0.9986795774647889
2019-08,0.9986795774647889
2019-09,0.9986795774647889
2019-10,0.9891020052310375
2019-11,0.9891020052310375
2019-12,0.9891020052310375
2020-01,0.9771748492678726
2020-02,0.9771748492678726
2020-03,0.9771748492678726
2020-04,0.9446294754371358
2020-05,0.9446294754371358
2020-06,0.9446294754371358
2020-07,0.9630730050933787
2020-08,0.9630730050933787
2020-09,0.9630730050933787
2020-10,0.9590025359256129
2020-11,0.9590025359256129
2020-12,0.9590025359256129
2021-01,0.9422757475083057
2021-02,0.9422757475083057
2021-03,0.9422757475083057
2021-04,0.9469949916527547
2021-05,0.9469949916527547
2021-06,0.9469949916527547
2021-07,0.9391556291390729
2021-08,0.9391556291390729
2021-09,0.9391556291390729
2021-10,0.9283960720130933
2021-11,0.9283960720130933
2021-12,0.9283960720130933
2022-01,0.9039840637450199
2022-02,0.9039840637450199
2022-03,0.9039840637450199
2022-04,0.9032643312101911
2022-05,0.9032643312101911
2022-06,0.9032643312101911
2022-07,0.8996827914353688
2022-08,0.8996827914353688
2022-09,0.8996827914353688
2022-10,0.8912018853102907
2022-11,0.8912018853102907
2022-12,0.8912018853102907
2023-01,0.8849453978159127
2023-02,0.8849453978159127
2023-03,0.8849453978159127
2023-04,0.8700153374233128
