d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,17383662.0312072
11_defence,2018-2019,10245432.918355947
11_defence,2019-2020,12293544.517846826
11_defence,2020-2021,11871858.908444785
2_professional_services,2017-2018,44591.4
2_professional_services,2019-2020,55953.28025316456
2_professional_services,2020-2021,717.34974683544306
5_transportation_and_logistics,2017-2018,49226453.64028322
5_transportation_and_logistics,2018-2019,42038807.57615543
5_transportation_and_logistics,2019-2020,51078037.331134625
5_transportation_and_logistics,2020-2021,58868030.092948556
6_industrial_products_and_services,2017-2018,97577.71680451128
6_industrial_products_and_services,2018-2019,104559
