d_vendor_name,overall_total
MICROSOFT CANADA,1532061115.29
IBM CANADA,652238034.33
ORACLE CANADA,461381223.23
STEPPED CARE SOLUTIONS,194317417.78
OPENTEXT,161709530.98
COMPUTER ASSOCIATES CANADA,114263197.48
ADVANCED CHIPPEWA TECHNOLOGIES,108784428.22
VMWARE,108735490.86
SAP,104090136.16
UNISYS CANADA,85809041.12
SAS INSTITUTE,74768150.23
CA,68261782.91
11983890 CANADA CENTRE,67099400.00
CARAHSOFT TECHNOLOGY,59330643.49
SOFTCHOICE,58569769.59
BMC SOFTWARE CANADA,57580991.59
ESRI,55249108.18
2KEYS,50076473.46
BELL CANADA,49799859.15
TERAMACH TECHNOLOGIES,48442441.66
CDW CANADA,43292142.87
DELOITTE,42937591.53
ECLIPSYS SOLUTIONS,39504985.75
IPSS,39395253.31
ENTRUST,35007201.45
PURELOGIC,33859066.30
CLICK NETWORKS,31631880.81
LUMINA IT,28797617.33
LS TELCOM,27831697.51
MODIS CANADA,27791040.31
INSA,26796361.49
COMMVAULT SYSTEMS,26454363.16
SALESFORCE CANADA,26366311.28
CITRIX,26148029.66
ORANGUTECH,25490682.25
SYSTEMATIX SOLUTIONS,24782123.34
COMPUCOM CANADA,24339022.96
VERITAS TECHNOLOGIES,23295926.44
SIERRA SYSTEMS GROUP,21920841.63
SI SYSTEMS,21098457.16
SECUREKEY TECHNOLOGIES,20949066.49
AMAZON,18899726.41
GARTNER,18165030.39
STONEWORKS TECHNOLOGIES,17940027.25
NORTHERN MICRO,17217053.32
BMC SOFTWARE,14922668.68
CGI,14758802.96
D2L,14617128.12
DELL COMPUTER,14057682.09
CORADIX TECHNOLOGY CONSULTING,13752688.52
VERITAAQ TECHNOLOGY HOUSE,13404905.62
FOXIT SOFTWARE,13351831.08
BLACKBERRY,13053742.39
HONEYWELL,12374543.26
TPG TECHNOLOGY CONSULTANTS,11538650.52
UNISOFT INTERNATIONAL,11533308.96
INFORMATICA,10913425.02
CONEXSYS,10778566.44
COFOMO,10376380.46
B L ASSOCIATES,10246979.74
TRANSPOLAR TECHNOLOGY,10226175.12
DECISIVE GROUP,9847026.08
OPTIV CANADA FEDERAL,9734786.95
MAPLESOFT CONSULTING,9273106.60
SHI CANADA,8790066.54
DLS TECHNOLOGY,8753882.03
HOOTSUITE,8722819.18
ACT,8655763.37
CALIAN,8427218.52
EXCEL HUMAN RESOURCES,8360398.89
CANADIAN BANK NOTE COMPANY,8288994.74
CISTEL TECHNOLOGY,8240078.06
SUSE SOFTWARE SOLUTIONS CANADA,8174610.11
TEKSYSTEMS CANADA,8138702.95
CLOSEREACH,8075210.99
KEYDATA ASSOCIATES,8061708.52
ANSYS CANADA,8051593.86
COMPUGEN,7833554.22
THE MATHWORKS,7543603.62
PROCOM CONSULTANTS,7284050.09
MAGNET FORENSICS,7279253.86
FREEBALANCE,6978927.87
NUIX NORTH AMERICA,6751458.63
SKILLSOFT CANADA,6726580.79
MNP,6647247.12
VERSATIL BPI,6615600.39
NICHE TECHNOLOGY,6374270.27
ACCESS 2 NETWORKS,6219423.33
WORKDYNAMICS TECHNOLOGIES,6194423.79
TEEL TECHNOLOGIES CANADA,5976392.52
BANCTEC CANADA,5961687.48
NISHA TECHONOLOGIES,5880818.39
HORIZANT,5667770.01
CSDC SYSTEMS,5429504.38
FACTIVA,5393114.42
ITEX,5351570.32
THE AIM GROUP,5281848.53
SOFTWARE ENGINEERING OF AMERICA,5224880.32
GLASSHOUSE SYSTEMS,5120442.27
RANDSTAD,5077632.55
MARKIDO,5054142.18
DMTI SPATIAL,4956914.34
AQUATIC INFORMATICS,4843325.75
NRNS,4687876.95
ORACLE CANADA MISSISSAUGA ON,4637367.95
GOOGLE CANADA,4635830.81
SYNERSOLUTIONS TECHNOLOGIES,4360853.48
COMPUMSTR,4147402.48
MACDONALD DETTWILER AND ASSOCIATES,4146787.27
PRICEWATERHOUSE COOPERS,4073946.65
HCL CANADA,4013562.38
MESSA COMPUTING,3843879.47
SOLOTECH,3835472.38
HITACHI DATA SYSTEMS,3792292.76
TELEDYNE,3792109.11
GC STRATEGIES,3646360.46
CALYTERA SOFTWARE,3552088.99
KONICA MINOLTA BUSINESS SOLUTIONS,3549995.00
WOLTERS KLUWER,3547705.44
WORLDREACH SOFTWARE,3526607.00
DONNA CONA,3437042.78
ARISGLOBAL,3361929.52
INSIGHT SOFTWARE CANADA,3336897.23
GREEN LIGHT CONSULTING SOLUTIONS,3328409.12
ECONOMIST INTELLIGENCE UNIT,3310391.75
MCAFEE INTERNATIONAL,3236265.57
BELL AND HOWELL CANADA,3222036.97
AVI SPL,3165212.32
1E,3160589.89
MINDWIRE SYSTEMS,3121056.79
CBCI TELECOM,2933226.65
SABA SOFTWARE,2899019.65
SOLIDCAD,2874174.95
MAKWA RESOURCING,2863763.13
R2I,2863762.44
OPROMA,2858260.09
RADWARE,2814123.12
A NET SOLUTIONS,2789580.67
APPLIED ELECTONICS,2782437.77
QMR,2727119.40
ADOBE,2713388.96
SOLACE,2661435.85
CANON,2657970.84
CASEWARE INTERNATIONAL,2617797.22
TELECOM COMPUTER SERVICES,2607617.57
IBISKA TELECOM,2582587.24
THE KTL GROUP,2579867.77
UNCHARTED SOFTWARE,2553064.58
DASSAULT SYSTEMES CANADA,2508852.29
RICOH,2498734.15
SOLID CADDGROUP,2476118.37
NOVIPRO,2472507.69
TELUS CANADA,2472314.11
NUIX USG,2461406.84
ICEBERG NETWORKS,2434870.00
IFATHOM,2431940.16
COMPUSULT,2429807.39
SIEMENS,2391001.25
HEWLETT PACKARD,2385614.56
SOFTSIM TECHNOLOGIES,2373365.57
VIDCRUITER,2308835.28
GRAYSHIFT,2296188.77
INTEGRA NETWORKS,2291544.72
PITNEY BOWES,2283105.62
CACHE COMPUTER CONSULTING,2220514.03
ONX ENTERPRISE SOLUTIONS,2210541.01
ANTHONY MACAULEY ASSOCIATES,2198799.72
EBSCO CANADA,2170601.23
RMS SOFTWARE,2146077.68
THE HALIFAX GROUP,2121683.16
ANALYTICAL GRAPHICS,2106889.44
CONVERGINT TECHNOLOGIES,2068952.07
GRANICUS CANADA HOLDINGS,2053509.57
IT NET CONSULTANTS,2043156.88
EMPOWERED NETWORKS,1965038.16
S P GLOBAL MARKET INTELLIGENCE,1914876.21
CANSEL SURVEY EQUIPMENT,1854093.16
THERMO FISHER SCIENTIFIC,1790502.25
KONGSBERG,1739923.10
GENESIS INTEGRATION,1735555.77
THOMAS SCHMIDT,1643572.56
INFO TECH RESEARCH GROUP,1587410.83
IQVIA,1569538.25
XEROX,1528450.09
SDL INTERNATIONAL CANADA,1524161.32
LEO PISCES SERVICES GROUP,1523778.94
L3HARRIS,1512052.90
IMP GROUP,1496117.33
EMTEC,1487781.76
ACCENTURE,1461527.58
BLUEDOT,1458533.52
WATERSHED INFORMATION TECHNOLOGY,1415578.96
COMNET NETWORKS AND SECURITY,1411464.84
CISION CANADA,1391781.22
RHEA,1343034.11
TECSIS,1333219.20
HEXAGON,1326297.08
THINKON,1318970.14
PROQUEST,1291815.02
ERNST YOUNG,1261549.49
THALES,1217252.15
TRM TECHNOLOGIES,1202565.77
SHARP ELECTRONICS,1201100.71
ROGERS,1177540.24
KMSTANDARDS,1177418.39
SEMANTIC CONSULTING,1153283.61
I M P GROUP,1107874.53
SRA STAFFING SOLUTIONS,1105179.53
MELTWATER,1094432.98
LIFEWORKS CANADA,1093659.19
GENERAL DYNAMICS,1089447.09
MORPHO CANADA,1067403.73
DALIAN ENTERPRISES,1043142.68
OPENFRAME TECHNOLOGIES,1038709.13
MORNEAU SHEPELL,1035080.00
TESTFORCE SYSTEMS,1022819.63
CONNEX TELECOMMUNICATIONS,994956.79
ELSEVIER,982738.45
VAISALA CANADA,934031.51
AGILENT,899486.72
XANALYS CANADA,879632.22
PRINTERS PLUS,856864.34
CONTRACT COMMUNITY,853681.13
4 OFFICE AUTOMATION,836794.62
SOLUTIONS MOERAE,830374.66
ADGA GROUP,824918.36
KEYSIGHT TECHNOLOGIES CANADA,811054.65
AMERICAN CHEMICAL SOCIETY,808391.91
DOLOMITE NETWORKS,802102.88
FTI CONSULTING,760752.61
FUGRO GEOSURVEYS,740932.05
LANGUAGE RESEARCH DEVELOPMENT GROUP,730128.66
THE VCAN GROUP,713699.21
MDOS CONSULTING,709781.25
HYPERTEC,707258.34
MAGELLAN AEROSPACE,661856.92
POSTMEDIA NETWORK,638548.62
NEWENERGY COMMUNITY,610110.14
LAURENTIAN TECHNOLOGIES,598051.59
WATERS,588314.69
WOODWARD S OIL,586931.40
D4IS SOLUTIONS,569669.21
ENET4S SOFTWARE SOLUTIONS,558602.25
THE HALIFAX COMPUTER CONSULTING GROUP,534801.52
PALADIN GROUP,501461.23
WSP,500649.15
RAYMOND CHABOT GRANT THORNTON,484451.08
BLOOMBERG FINANCE L P,465049.69
NISSAN CANADA,442488.72
LEXISNEXIS CANADA,441408.33
ACME FUTURE SECURITY CONTROLS,433415.31
ZYCOM,426322.96
QUADBRIDGE,407778.02
BAYSHORE HEALTHCARE,400000.00
D MARK BIOSCIENCES,397267.25
NEWFOUND RECRUITING,385096.89
KPMG,380041.46
HYPERACTIVE PRODUCTIONS,374063.92
CANADIAN HEALTH CARE AGENCY,365400.00
ZERNAM ENTERPRISE,365169.52
CARSWELL,353872.12
FORRESTER RESEARCH,351657.59
OCR CANADA,339628.28
MAVERIN,339090.40
MOTOROLA SOLUTIONS CANADA,335070.35
ROCKWELL COLLINS CANADA,324028.31
LIFE TECHNOLOGIES,314224.91
PLANET LABS,304385.84
CSI LEASING CANADA,292994.98
LEICA GEOSYSTEMS,288838.93
THOMSON REUTERS,278344.55
LOWE MARTIN COMPANY,271200.00
WOOD MACKENZIE,261617.27
DATA CENTRE INTELLIGENCE,260818.98
CANADA POST,248111.05
CONFERENCE BOARD OF CANADA,247525.85
LIKE 10,246026.71
ADRM TECHNOLOGY CONSULTING,239675.37
FUJITSU,236103.51
UNIVERSITY OF GUELPH,233781.70
VFA CANADA,226106.78
QIAGEN,223922.76
AIRBUS,223504.32
ROHDE SCHWARZ CANADA,222858.99
3D DATACOMM,222624.09
PHASELOCK SYSTEMS INTERNATIONAL,221176.75
INLAND AUDIO VISUAL,213506.06
BAE SYSTEMS,210614.48
CHRONO AVIATION,210136.42
TES CONTRACT SERVICES,201668.67
DYNAMIC PERSONNEL CONSULTANTS,196423.38
DELCO AUTOMATION,194923.98
BABEL STREET,178864.76
NOVA NETWORKS,177643.67
CHEMICAL ABSTRACTS SERVICE,168475.23
KYNDRYL CANADA,166824.78
CONCEPT CONTROLS,164005.94
CLOUD SYNAPPS,159570.35
"NATTIQ",148337.93
NIKON CANADA,145609.42
PURESPIRIT SOLUTIONS,144074.33
NORTAK SOFTWARE,143258.77
SMITHS DETECTION,141815.00
COMBAT NETWORKS,140155.40
PATTISON SIGN GROUP,136901.12
AB SCIEX,136844.65
BROADNET TELECOM,136301.43
AECOM,134816.94
CERIDIAN,134309.08
EPERFORMANCE,124173.00
INTERNATIONAL SAFETY RESEARCH,123336.11
MAXSYS STAFFING AND CONSULTING,112949.32
CANADIAN CORPS OF COMMISSIONAIRES,101089.22
MICHAEL WAGER CONSULTING,95811.27
QUESTEL ORBIT,93887.47
JOHNSON CONTROLS,91415.24
BEAVER AIR CHARTER CONSULTANTS,89781.48
ACTION PERSONNEL OF OTTAWA HULL,87970.50
RISK SCIENCES INTERNATIONAL,87629.18
MCGILL UNIVERSITY,86372.32
NIELSEN,84354.90
OPEN STORAGE SOLUTIONS,82377.48
ETICO,78336.66
JUMPING ELEPHANTS,77306.12
BECKMAN COULTER CANADA,75630.15
IDS SYSTEMS CONSULTANTS,74724.47
NEWROCKET CANADA,74580.00
NIMBLE INFORMATION STRATEGIES,68454.46
CARLETON UNIVERSITY,65766.00
TUNDRA TECHNICAL SOLUTIONS,64188.12
UNIVERSITY OF WATERLOO,62432.50
JANE S GROUP UK,59883.83
SOUTHWEST RESEARCH INSTITUTE,57130.04
VALCOM CONSULTING,56207.84
FAST TRACK STAFFING,55963.25
HOSKIN SCIENTIFIC,55609.40
TANKATEK,55596.58
COSSETTE COMMUNICATIONS,54573.35
PROMAXIS,52888.50
NEPTEC DESIGN GROUP,51961.65
ILLUMINA CANADA,51682.63
MCMASTER UNIVERSITY,47598.99
BRUKER,46809.34
CPKN NETWORK,45840.78
JOHN WILEY SONS,43874.44
CHARTER TELECOM,42514.79
JASCO APPLIED SCIENCES CANADA,42000.00
TIREE,39999.58
LEVERAGE TECHNOLOGY RESOURCES,38804.06
BRIDGES OF CANADA,38614.78
ISOMASS SCIENTIFIC,37826.82
ARCHITECTURE 49,36225.00
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,35493.21
ECOLE DE LANGUES ABCE,33547.50
SCA SHIPPING CONSULTANTS ASSOCIATED,32348.55
THE IT BROKER,30762.30
HYPERION CONSULTING,30739.33
ADSS 6175015 CANADA,30499.76
C CORE,27760.12
EFFIGIS GEO SOLUTIONS,25819.50
IVAN S CAMERA,25226.49
BIOMERIEUX CANADA,24976.62
ARTEMP PERSONNEL SERVICES,24973.01
INSTRUX MEDIA,24860.00
IIC TECHNOLOGIES,24615.92
HUMANSCALE CANADA,24517.45
PANASONIC,24444.00
THE RIGHT DOOR CONSULTING,24104.03
GRAYBAR CANADA,23574.30
CARL ZEISS CANADA,22979.20
THINKPOINT,22724.03
BERLITZ CANADA,21607.88
LES TRADUCTIONS TESSIER,21540.47
MTS ALLSTREAM,20372.96
REDWOOD PERFORMANCE GROUP,20220.22
ISLAND TEMPERATURE CONTROLS,19834.50
SAMSON ASSOCIES,19210.00
UNIVERSITY OF TORONTO,18700.00
PRAGMATIC CONFERENCING,18124.75
ANIXTER,17204.11
GLOBAL KNOWLEDGE,16780.50
CBCL,16134.50
MODERN NIAGARA OTTAWA,15566.68
EPPENDORF CANADA,14941.00
GARDA SECURITY GROUP,14352.34
AINSWORTH,14311.00
WILEY SUBSCRIPTION SERVICES,13890.40
CONTROLLED ENVIRONMENTS,13732.61
UNIVERSITE DE SHERBROOKE,12375.29
GENERAL ELECTRIC CANADA,12285.00
LEONARDO,11800.00
ENSEIGNES PATTISON SIGN GROUP,11638.55
BRANDT TRACTOR,10353.00
LINOVATI,10232.78
CAE,8040.68
DNR CONSULTING GROUP,7680.79
MISHKUMI TECHNOLOGIES,1076.69
APPTION,899.39
SENSUS COMMUNICATION SOLUTIONS,252.86
