d_most_recent_category,d_fiscal_year,total
6_industrial_products_and_services,2018-2019,1694362.7825961537
6_industrial_products_and_services,2019-2020,6186072.10326923
6_industrial_products_and_services,2020-2021,6123192.2341346145
