d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,74414.94
1_facilities_and_construction,2018-2019,74770.34290775194
1_facilities_and_construction,2019-2020,128338.06145588442
1_facilities_and_construction,2020-2021,39550.05876889375
10_office_management,2017-2018,17249.45
2_professional_services,2017-2018,157838.7874322246
2_professional_services,2018-2019,195791.87719032593
2_professional_services,2019-2020,237678.9
3_information_technology,2017-2018,37049.364403578526
3_information_technology,2018-2019,49018.044061630215
3_information_technology,2019-2020,5197.209
6_industrial_products_and_services,2017-2018,197100.13546120416
6_industrial_products_and_services,2018-2019,269985.09395585326
6_industrial_products_and_services,2019-2020,402673.2884836356
6_industrial_products_and_services,2020-2021,439526.94540851336
8_security_and_protection,2017-2018,1133932.668383471
8_security_and_protection,2018-2019,1468324.4069854573
8_security_and_protection,2019-2020,1510270.427212486
8_security_and_protection,2020-2021,1505619.9402705184
9_human_capital,2018-2019,6025.590476190477
9_human_capital,2019-2020,5477.809523809524
