owner_org,d_fiscal_year,total,total_constant_2019_dollars
aandc-aadnc,2020-2021,113960.96,108580.63
aandc-aadnc,2021-2022,185289.04,175382.21
dfo-mpo,2017-2018,153566.70,157824.70
dfo-mpo,2018-2019,877752.81,888942.82
dfo-mpo,2019-2020,1222247.19,1219427.93
dnd-mdn,2021-2022,31500.00,29259.08
ec,2018-2019,57304.08,57857.66
ec,2019-2020,196104.59,194173.50
ec,2020-2021,117626.97,111978.60
ec,2021-2022,12487.63,11809.08
nrcan-rncan,2019-2020,88140.00,87281.91
nrcan-rncan,2020-2021,83362.69,79457.34
nrcan-rncan,2021-2022,86137.31,80791.37
pc,2017-2018,29925.00,30757.85
pwgsc-tpsgc,2019-2020,24087.00,23572.24
pwgsc-tpsgc,2020-2021,644382.80,616413.63
pwgsc-tpsgc,2021-2022,1034570.68,966126.05
