d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2019-2020,99913.04,97632.51
1_facilities_and_construction,2020-2021,191159.13,183009.26
1_facilities_and_construction,2021-2022,2602599.57,2392376.81
1_facilities_and_construction,2022-2023,737335.69,657477.92
2_professional_services,2021-2022,192779.31,180483.20
5_transportation_and_logistics,2019-2020,344400.00,336539.02
6_industrial_products_and_services,2022-2023,114136.05,102952.84
