d_fiscal_year,total,total_constant_2019_dollars
2017-2018,113927.16,117089.16
2018-2019,53427.85,54247.41
2019-2020,107759.34,106090.08
2020-2021,1683315.01,1603633.84
2021-2022,538172.16,502643.28
